"id","sire","dam","generation"
"IND0799","IND0503","IND0109",4
"IND0800","IND0606","IND0584",4
"IND0801","IND0239","IND0316",4
"IND0802","IND0427","IND0497",4
"IND0803","IND0083","IND0590",4
"IND0804","IND0319","IND0529",4
"IND0805","IND0564","IND0734",4
"IND0806","IND0390","IND0073",4
"IND0807","IND0090","IND0108",4
"IND0808","IND0125","IND0202",4
"IND0809","IND0602","IND0009",4
"IND0810","IND0780","IND0463",4
"IND0811","IND0297","IND0084",4
"IND0812","IND0362","IND0010",4
"IND0813","IND0284","IND0688",4
"IND0814","IND0747","IND0452",4
"IND0815","IND0662","IND0006",4
"IND0816","IND0724","IND0120",4
"IND0817","IND0298","IND0436",4
"IND0818","IND0533","IND0529",4
"IND0819","IND0795","IND0736",4
"IND0820","IND0541","IND0653",4
"IND0821","IND0660","IND0310",4
"IND0822","IND0470","IND0213",4
"IND0823","IND0376","IND0526",4
"IND0824","IND0405","IND0287",4
"IND0825","IND0572","IND0805",4
"IND0826","IND0062","IND0271",4
"IND0827","IND0515","IND0755",4
"IND0828","IND0157","IND0261",4
"IND0829","IND0141","IND0166",4
"IND0830","IND0529","IND0821",4
"IND0831","IND0631","IND0348",4
"IND0832","IND0328","IND0087",4
"IND0833","IND0420","IND0064",4
"IND0834","IND0665","IND0231",4
"IND0835","IND0053","IND0486",4
"IND0836","IND0615","IND0598",4
"IND0837","IND0085","IND0313",4
"IND0838","IND0680","IND0278",4
"IND0839","IND0401","IND0719",4
"IND0840","IND0215","IND0539",4
"IND0841","IND0183","IND0331",4
"IND0842","IND0791","IND0718",4
"IND0843","IND0778","IND0517",4
"IND0844","IND0191","IND0781",4
"IND0845","IND0544","IND0037",4
"IND0846","IND0270","IND0366",4
"IND0847","IND0074","IND0397",4
"IND0848","IND0073","IND0420",4
"IND0849","IND0274","IND0671",4
"IND0850","IND0487","IND0585",4
"IND0851","IND0087","IND0722",4
"IND0852","IND0032","IND0726",4
"IND0853","IND0835","IND0700",4
"IND0854","IND0743","IND0670",4
"IND0855","IND0770","IND0202",4
"IND0856","IND0749","IND0294",4
"IND0857","IND0773","IND0303",4
"IND0858","IND0614","IND0302",4
"IND0859","IND0133","IND0458",4
"IND0860","IND0576","IND0701",4
"IND0861","IND0260","IND0719",4
"IND0862","IND0830","IND0683",4
"IND0863","IND0794","IND0787",4
"IND0864","IND0205","IND0096",4
"IND0865","IND0861","IND0639",4
"IND0866","IND0456","IND0169",4
"IND0867","IND0557","IND0679",4
"IND0868","IND0019","IND0512",4
"IND0869","IND0208","IND0611",4
"IND0870","IND0524","IND0366",4
"IND0871","IND0310","IND0703",4
"IND0872","IND0102","IND0441",4
"IND0873","IND0826","IND0348",4
"IND0874","IND0653","IND0028",4
"IND0875","IND0871","IND0863",4
"IND0876","IND0148","IND0004",4
"IND0877","IND0066","IND0862",4
"IND0878","IND0257","IND0343",4
"IND0879","IND0004","IND0785",4
"IND0880","IND0277","IND0330",4
"IND0881","IND0123","IND0463",4
"IND0882","IND0388","IND0797",4
"IND0883","IND0350","IND0423",4
"IND0884","IND0065","IND0693",4
"IND0885","IND0763","IND0153",4
"IND0886","IND0114","IND0444",4
"IND0887","IND0660","IND0724",4
"IND0888","IND0558","IND0034",4
"IND0889","IND0876","IND0434",4
"IND0890","IND0281","IND0176",4
"IND0891","IND0049","IND0286",4
"IND0892","IND0831","IND0406",4
"IND0893","IND0417","IND0115",4
"IND0894","IND0259","IND0239",4
"IND0895","IND0027","IND0516",4
"IND0896","IND0531","IND0448",4
"IND0897","IND0303","IND0793",4
"IND0898","IND0863","IND0597",4
"IND0899","IND0435","IND0191",4
"IND0900","IND0127","IND0469",4
"IND0901","IND0036","IND0402",4
"IND0902","IND0366","IND0290",4
"IND0903","IND0224","IND0259",4
"IND0904","IND0539","IND0443",4
"IND0905","IND0425","IND0486",4
"IND0906","IND0184","IND0561",4
"IND0907","IND0511","IND0840",4
"IND0908","IND0886","IND0070",4
"IND0909","IND0762","IND0558",4
"IND0910","IND0577","IND0759",4
"IND0911","IND0474","IND0148",4
"IND0912","IND0038","IND0332",4
"IND0913","IND0876","IND0821",4
"IND0914","IND0610","IND0430",4
"IND0915","IND0002","IND0904",4
"IND0916","IND0736","IND0599",4
"IND0917","IND0894","IND0378",4
"IND0918","IND0057","IND0294",4
"IND0919","IND0685","IND0622",4
"IND0920","IND0058","IND0557",4
"IND0921","IND0228","IND0067",4
"IND0922","IND0601","IND0167",4
"IND0923","IND0181","IND0685",4
"IND0924","IND0799","IND0728",4
"IND0925","IND0463","IND0042",4
"IND0926","IND0388","IND0704",4
"IND0927","IND0824","IND0540",4
"IND0928","IND0070","IND0094",4
"IND0929","IND0567","IND0508",4
"IND0930","IND0402","IND0106",4
"IND0931","IND0818","IND0255",4
"IND0932","IND0363","IND0885",4
"IND0933","IND0759","IND0931",4
"IND0934","IND0233","IND0333",4
"IND0935","IND0752","IND0610",4
"IND0936","IND0142","IND0044",4
"IND0937","IND0647","IND0774",4
"IND0938","IND0847","IND0718",4
"IND0939","IND0308","IND0064",4
"IND0940","IND0875","IND0490",4
"IND0941","IND0919","IND0233",4
"IND0942","IND0752","IND0302",4
"IND0943","IND0337","IND0795",4
"IND0944","IND0113","IND0624",4
"IND0945","IND0169","IND0388",4
"IND0946","IND0339","IND0313",4
"IND0947","IND0939","IND0116",4
"IND0948","IND0841","IND0769",4
"IND0949","IND0085","IND0281",4
"IND0950","IND0583","IND0541",4
"IND0951","IND0086","IND0360",4
"IND0952","IND0387","IND0355",4
"IND0953","IND0342","IND0220",4
"IND0954","IND0254","IND0075",4
"IND0955","IND0635","IND0366",4
"IND0956","IND0503","IND0844",4
"IND0957","IND0945","IND0880",4
"IND0958","IND0876","IND0692",4
"IND0959","IND0190","IND0919",4
"IND0960","IND0745","IND0261",4
"IND0961","IND0717","IND0493",4
"IND0962","IND0445","IND0436",4
"IND0963","IND0072","IND0603",4
"IND0964","IND0274","IND0431",4
"IND0965","IND0200","IND0068",4
"IND0966","IND0043","IND0400",4
"IND0967","IND0014","IND0413",4
"IND0968","IND0371","IND0569",4
"IND0969","IND0407","IND0213",4
"IND0970","IND0598","IND0151",4
"IND0971","IND0884","IND0306",4
"IND0972","IND0134","IND0488",4
"IND0973","IND0738","IND0634",4
"IND0974","IND0526","IND0856",4
"IND0975","IND0733","IND0021",4
"IND0976","IND0591","IND0828",4
"IND0977","IND0764","IND0395",4
"IND0978","IND0723","IND0212",4
"IND0979","IND0040","IND0396",4
"IND0980","IND0316","IND0501",4
"IND0981","IND0363","IND0758",4
"IND0982","IND0042","IND0959",4
"IND0983","IND0607","IND0892",4
"IND0984","IND0288","IND0423",4
"IND0985","IND0697","IND0044",4
"IND0986","IND0858","IND0284",4
"IND0987","IND0066","IND0922",4
"IND0988","IND0942","IND0175",4
"IND0989","IND0720","IND0362",4
"IND0990","IND0671","IND0274",4
"IND0991","IND0664","IND0253",4
"IND0992","IND0309","IND0191",4
"IND0993","IND0404","IND0826",4
"IND0994","IND0766","IND0567",4
"IND0995","IND0820","IND0962",4
"IND0996","IND0099","IND0627",4
"IND0997","IND0338","IND0768",4
"IND0998","IND0474","IND0337",4
"IND0999","IND0421","IND0076",4
"IND1000","IND0634","IND0013",4
