individual_id,family_id,population_type,sire,dam,generation
IND00625,F026,reference,IND00250,IND00470,3
IND00626,F069,reference,IND00222,IND00479,3
IND00627,F051,reference,IND00143,IND00622,3
IND00628,F026,reference,IND00250,IND00405,3
IND00629,F097,reference,IND00097,IND00329,3
IND00630,F033,reference,IND00376,IND00243,3
IND00631,F002,reference,IND00002,IND00517,3
IND00632,F093,reference,IND00171,IND00224,3
IND00633,F081,reference,IND00081,IND00140,3
IND00634,F054,reference,IND00362,IND00631,3
IND00635,F047,reference,IND00047,IND00363,3
IND00636,F036,reference,IND00173,IND00154,3
IND00637,F058,reference,IND00058,IND00192,3
IND00638,F031,reference,IND00451,IND00481,3
IND00639,F016,reference,IND00470,IND00173,3
IND00640,F025,reference,IND00490,IND00097,3
IND00641,F016,reference,IND00604,IND00248,3
IND00642,F091,reference,IND00569,IND00541,3
IND00643,F050,reference,IND00233,IND00494,3
IND00644,F034,reference,IND00172,IND00467,3
IND00645,F088,reference,IND00103,IND00061,3
IND00646,F026,reference,IND00628,IND00055,3
IND00647,F030,reference,IND00341,IND00640,3
IND00648,F049,reference,IND00049,IND00207,3
IND00649,F092,reference,IND00092,IND00170,3
IND00650,F026,reference,IND00344,IND00363,3
IND00651,F081,reference,IND00633,IND00618,3
IND00652,F018,reference,IND00018,IND00551,3
IND00653,F059,reference,IND00366,IND00207,3
IND00654,F018,reference,IND00119,IND00635,3
IND00655,F065,reference,IND00486,IND00218,3
IND00656,F090,reference,IND00556,IND00065,3
IND00657,F088,reference,IND00571,IND00206,3
IND00658,F092,reference,IND00092,IND00111,3
IND00659,F039,reference,IND00573,IND00579,3
IND00660,F020,reference,IND00489,IND00317,3
IND00661,F091,reference,IND00128,IND00513,3
IND00662,F074,reference,IND00074,IND00470,3
IND00663,F085,reference,IND00513,IND00390,3
IND00664,F060,reference,IND00412,IND00494,3
IND00665,F035,reference,IND00265,IND00198,3
IND00666,F096,reference,IND00538,IND00338,3
IND00667,F076,reference,IND00286,IND00417,3
IND00668,F036,reference,IND00359,IND00051,3
IND00669,F039,reference,IND00616,IND00415,3
IND00670,F081,reference,IND00394,IND00550,3
IND00671,F023,reference,IND00329,IND00522,3
IND00672,F082,reference,IND00347,IND00363,3
IND00673,F057,reference,IND00455,IND00621,3
IND00674,F088,reference,IND00493,IND00632,3
IND00675,F054,reference,IND00362,IND00570,3
IND00676,F017,reference,IND00485,IND00566,3
IND00677,F041,reference,IND00444,IND00272,3
IND00678,F032,reference,IND00227,IND00258,3
IND00679,F022,reference,IND00301,IND00424,3
IND00680,F031,reference,IND00289,IND00373,3
IND00681,F088,reference,IND00088,IND00189,3
IND00682,F044,reference,IND00244,IND00198,3
IND00683,F096,reference,IND00144,IND00043,3
IND00684,F057,reference,IND00200,IND00635,3
IND00685,F080,reference,IND00395,IND00541,3
IND00686,F064,reference,IND00541,IND00079,3
IND00687,F020,reference,IND00387,IND00067,3
IND00688,F037,reference,IND00115,IND00553,3
IND00689,F017,reference,IND00533,IND00408,3
IND00690,F072,reference,IND00614,IND00523,3
IND00691,F039,reference,IND00573,IND00149,3
IND00692,F037,reference,IND00564,IND00440,3
IND00693,F081,reference,IND00367,IND00491,3
IND00694,F036,reference,IND00528,IND00191,3
IND00695,F088,reference,IND00590,IND00653,3
IND00696,F027,reference,IND00414,IND00044,3
IND00697,F046,reference,IND00407,IND00647,3
IND00698,F071,reference,IND00169,IND00266,3
IND00699,F023,reference,IND00358,IND00501,3
IND00700,F096,reference,IND00096,IND00239,3
IND00701,F026,reference,IND00205,IND00370,3
IND00702,F024,reference,IND00147,IND00383,3
IND00703,F096,reference,IND00278,IND00626,3
IND00704,F087,reference,IND00087,IND00526,3
IND00705,F071,reference,IND00565,IND00455,3
IND00706,F057,reference,IND00609,IND00381,3
IND00707,F063,reference,IND00305,IND00537,3
IND00708,F100,reference,IND00326,IND00610,3
IND00709,F055,reference,IND00428,IND00319,3
IND00710,F009,reference,IND00431,IND00485,3
IND00711,F018,reference,IND00307,IND00445,3
IND00712,F046,reference,IND00254,IND00288,3
IND00713,F097,reference,IND00291,IND00184,3
IND00714,F062,reference,IND00062,IND00581,3
IND00715,F025,reference,IND00617,IND00560,3
IND00716,F022,reference,IND00284,IND00147,3
IND00717,F026,reference,IND00588,IND00538,3
IND00718,F036,reference,IND00432,IND00235,3
IND00719,F071,reference,IND00169,IND00128,3
IND00720,F039,reference,IND00659,IND00383,3
IND00721,F029,reference,IND00374,IND00392,3
IND00722,F092,reference,IND00658,IND00129,3
IND00723,F044,reference,IND00352,IND00099,3
IND00724,F018,reference,IND00654,IND00358,3
IND00725,F037,reference,IND00488,IND00010,3
IND00726,F020,reference,IND00263,IND00447,3
IND00727,F058,reference,IND00637,IND00428,3
IND00728,F088,reference,IND00571,IND00196,3
IND00729,F046,reference,IND00504,IND00648,3
IND00730,F004,reference,IND00280,IND00267,3
IND00731,F096,reference,IND00666,IND00051,3
IND00732,F018,reference,IND00457,IND00301,3
IND00733,F020,reference,IND00228,IND00229,3
IND00734,F042,reference,IND00529,IND00719,3
IND00735,F078,reference,IND00595,IND00253,3
IND00736,F044,reference,IND00288,IND00441,3
IND00737,F084,reference,IND00224,IND00354,3
IND00738,F097,reference,IND00097,IND00411,3
IND00739,F039,reference,IND00313,IND00419,3
IND00740,F099,reference,IND00099,IND00332,3
IND00741,F092,reference,IND00722,IND00118,3
IND00742,F057,reference,IND00580,IND00089,3
IND00743,F082,reference,IND00360,IND00141,3
IND00744,F051,reference,IND00299,IND00425,3
IND00745,F006,reference,IND00134,IND00070,3
IND00746,F085,reference,IND00226,IND00148,3
IND00747,F016,reference,IND00604,IND00408,3
IND00748,F044,reference,IND00110,IND00291,3
IND00749,F096,reference,IND00096,IND00369,3
IND00750,F057,reference,IND00609,IND00107,3
IND00751,F037,reference,IND00037,IND00601,4
IND00752,F026,reference,IND00475,IND00714,4
IND00753,F047,reference,IND00190,IND00601,4
IND00754,F090,reference,IND00527,IND00488,4
IND00755,F049,reference,IND00049,IND00198,4
IND00756,F026,reference,IND00250,IND00051,4
IND00757,F027,reference,IND00324,IND00206,4
IND00758,F039,reference,IND00313,IND00101,4
IND00759,F022,reference,IND00716,IND00001,4
IND00760,F095,reference,IND00095,IND00720,4
IND00761,F026,reference,IND00434,IND00331,4
IND00762,F098,reference,IND00098,IND00336,4
IND00763,F054,reference,IND00474,IND00281,4
IND00764,F026,reference,IND00646,IND00309,4
IND00765,F063,reference,IND00063,IND00235,4
IND00766,F057,reference,IND00589,IND00122,4
IND00767,F050,reference,IND00281,IND00005,4
IND00768,F050,reference,IND00332,IND00694,4
IND00769,F039,reference,IND00691,IND00240,4
IND00770,F082,reference,IND00198,IND00149,4
IND00771,F004,reference,IND00004,IND00174,4
IND00772,F029,reference,IND00302,IND00508,4
IND00773,F083,reference,IND00083,IND00113,4
IND00774,F002,reference,IND00631,IND00602,4
IND00775,F023,reference,IND00260,IND00193,4
IND00776,F047,reference,IND00047,IND00158,4
IND00777,F073,reference,IND00179,IND00232,4
IND00778,F016,reference,IND00550,IND00678,4
IND00779,F055,reference,IND00055,IND00460,4
IND00780,F023,reference,IND00260,IND00592,4
IND00781,F096,reference,IND00538,IND00761,4
IND00782,F024,reference,IND00547,IND00561,4
IND00783,F054,reference,IND00365,IND00351,4
IND00784,F044,reference,IND00748,IND00686,4
IND00785,F090,reference,IND00527,IND00039,4
IND00786,F022,reference,IND00022,IND00200,4
IND00787,F050,reference,IND00768,IND00764,4
IND00788,F088,reference,IND00645,IND00195,4
IND00789,F064,reference,IND00142,IND00737,4
IND00790,F002,reference,IND00150,IND00715,4
IND00791,F018,reference,IND00711,IND00582,4
IND00792,F018,reference,IND00652,IND00219,4
IND00793,F050,reference,IND00767,IND00041,4
IND00794,F057,reference,IND00200,IND00172,4
IND00795,F090,reference,IND00527,IND00632,4
IND00796,F016,reference,IND00604,IND00560,4
IND00797,F044,reference,IND00308,IND00727,4
IND00798,F090,reference,IND00527,IND00071,4
IND00799,F039,reference,IND00313,IND00132,4
IND00800,F081,reference,IND00331,IND00343,4
IND00801,F053,reference,IND00053,IND00628,4
IND00802,F023,reference,IND00116,IND00470,4
IND00803,F078,reference,IND00622,IND00671,4
IND00804,F022,reference,IND00716,IND00219,4
IND00805,F067,reference,IND00534,IND00058,4
IND00806,F029,reference,IND00772,IND00019,4
IND00807,F097,reference,IND00713,IND00600,4
IND00808,F044,reference,IND00317,IND00299,4
IND00809,F027,reference,IND00757,IND00131,4
IND00810,F044,reference,IND00682,IND00400,4
IND00811,F016,reference,IND00364,IND00374,4
IND00812,F022,reference,IND00284,IND00025,4
IND00813,F088,reference,IND00510,IND00269,4
IND00814,F046,reference,IND00712,IND00140,4
IND00815,F023,reference,IND00261,IND00221,4
IND00816,F070,reference,IND00537,IND00460,4
IND00817,F083,reference,IND00480,IND00429,4
IND00818,F085,reference,IND00219,IND00554,4
IND00819,F040,reference,IND00516,IND00586,4
IND00820,F026,reference,IND00588,IND00101,4
IND00821,F033,reference,IND00630,IND00494,4
IND00822,F025,reference,IND00490,IND00383,4
IND00823,F016,reference,IND00364,IND00542,4
IND00824,F036,reference,IND00668,IND00398,4
IND00825,F016,reference,IND00425,IND00401,4
IND00826,F036,reference,IND00328,IND00324,4
IND00827,F036,reference,IND00528,IND00167,4
IND00828,F088,reference,IND00674,IND00073,4
IND00829,F058,reference,IND00727,IND00255,4
IND00830,F033,reference,IND00033,IND00253,4
IND00831,F036,reference,IND00827,IND00762,4
IND00832,F044,reference,IND00288,IND00250,4
IND00833,F022,reference,IND00333,IND00474,4
IND00834,F016,reference,IND00016,IND00776,4
IND00835,F023,reference,IND00802,IND00388,4
IND00836,F036,reference,IND00415,IND00057,4
IND00837,F046,reference,IND00129,IND00480,4
IND00838,F026,reference,IND00475,IND00273,4
IND00839,F026,reference,IND00650,IND00037,4
IND00840,F097,reference,IND00713,IND00579,4
IND00841,F085,reference,IND00226,IND00627,4
IND00842,F047,reference,IND00047,IND00081,4
IND00843,F014,reference,IND00304,IND00022,4
IND00844,F007,reference,IND00193,IND00732,4
IND00845,F023,reference,IND00329,IND00459,4
IND00846,F036,reference,IND00831,IND00363,4
IND00847,F037,reference,IND00363,IND00549,4
IND00848,F024,reference,IND00540,IND00822,4
IND00849,F048,reference,IND00048,IND00570,4
IND00850,F049,reference,IND00274,IND00723,4
IND00851,F096,reference,IND00749,IND00689,4
IND00852,F035,reference,IND00665,IND00662,4
IND00853,F004,reference,IND00004,IND00055,4
IND00854,F018,reference,IND00724,IND00358,4
IND00855,F041,reference,IND00342,IND00246,4
IND00856,F022,reference,IND00833,IND00791,4
IND00857,F024,reference,IND00558,IND00511,4
IND00858,F088,reference,IND00510,IND00311,4
IND00859,F063,reference,IND00765,IND00560,4
IND00860,F058,reference,IND00727,IND00289,4
IND00861,F065,reference,IND00486,IND00331,4
IND00862,F020,reference,IND00253,IND00198,4
IND00863,F092,reference,IND00339,IND00688,4
IND00864,F085,reference,IND00841,IND00782,4
IND00865,F046,reference,IND00512,IND00569,4
IND00866,F031,reference,IND00451,IND00060,4
IND00867,F036,reference,IND00621,IND00191,4
IND00868,F022,reference,IND00679,IND00007,4
IND00869,F088,reference,IND00103,IND00337,4
IND00870,F039,reference,IND00799,IND00375,4
IND00871,F091,reference,IND00526,IND00049,4
IND00872,F095,reference,IND00760,IND00399,4
IND00873,F041,reference,IND00246,IND00593,4
IND00874,F004,reference,IND00004,IND00324,4
IND00875,F024,reference,IND00624,IND00463,4
IND00876,F069,reference,IND00162,IND00309,4
IND00877,F005,reference,IND00223,IND00104,4
IND00878,F016,reference,IND00778,IND00727,4
IND00879,F041,reference,IND00107,IND00380,4
IND00880,F086,reference,IND00086,IND00357,4
IND00881,F029,reference,IND00151,IND00383,4
IND00882,F097,reference,IND00738,IND00026,4
IND00883,F096,reference,IND00334,IND00281,4
IND00884,F092,reference,IND00620,IND00257,4
IND00885,F024,reference,IND00875,IND00236,4
IND00886,F032,reference,IND00032,IND00592,4
IND00887,F026,reference,IND00605,IND00321,4
IND00888,F090,reference,IND00543,IND00105,4
IND00889,F027,reference,IND00422,IND00672,4
IND00890,F054,reference,IND00675,IND00014,4
IND00891,F044,reference,IND00797,IND00802,4
IND00892,F016,reference,IND00441,IND00695,4
IND00893,F088,reference,IND00728,IND00595,4
IND00894,F091,reference,IND00871,IND00458,4
IND00895,F090,reference,IND00543,IND00758,4
IND00896,F041,reference,IND00342,IND00043,4
IND00897,F024,reference,IND00540,IND00203,4
IND00898,F050,reference,IND00643,IND00444,4
IND00899,F036,reference,IND00836,IND00191,4
IND00900,F095,reference,IND00760,IND00870,4
IND00901,F023,reference,IND00373,IND00409,4
IND00902,F061,reference,IND00061,IND00567,4
IND00903,F036,reference,IND00546,IND00872,4
IND00904,F020,reference,IND00238,IND00418,4
IND00905,F086,reference,IND00320,IND00725,4
IND00906,F039,reference,IND00248,IND00818,4
IND00907,F023,reference,IND00116,IND00877,4
IND00908,F090,reference,IND00785,IND00499,4
IND00909,F041,reference,IND00444,IND00667,4
IND00910,F069,reference,IND00162,IND00688,4
IND00911,F014,reference,IND00304,IND00018,4
IND00912,F090,reference,IND00473,IND00671,4
IND00913,F029,reference,IND00167,IND00163,4
IND00914,F092,reference,IND00620,IND00009,4
IND00915,F096,reference,IND00851,IND00682,4
IND00916,F057,reference,IND00673,IND00527,4
IND00917,F047,reference,IND00753,IND00112,4
IND00918,F017,reference,IND00241,IND00847,4
IND00919,F051,reference,IND00389,IND00396,4
IND00920,F026,reference,IND00717,IND00339,4
IND00921,F084,reference,IND00402,IND00190,4
IND00922,F081,reference,IND00331,IND00543,4
IND00923,F037,reference,IND00725,IND00807,4
IND00924,F090,reference,IND00527,IND00189,4
IND00925,F041,reference,IND00277,IND00260,4
IND00926,F044,reference,IND00808,IND00219,4
IND00927,F046,reference,IND00511,IND00157,4
IND00928,F006,reference,IND00006,IND00677,4
IND00929,F039,reference,IND00518,IND00478,4
IND00930,F024,reference,IND00147,IND00208,4
IND00931,F020,reference,IND00489,IND00727,4
IND00932,F095,reference,IND00900,IND00385,4
IND00933,F036,reference,IND00481,IND00064,4
IND00934,F036,reference,IND00621,IND00914,4
IND00935,F041,reference,IND00855,IND00763,4
IND00936,F064,reference,IND00427,IND00850,4
IND00937,F069,reference,IND00303,IND00296,4
IND00938,F022,reference,IND00542,IND00721,4
IND00939,F023,reference,IND00907,IND00715,4
IND00940,F096,reference,IND00132,IND00065,4
IND00941,F049,reference,IND00274,IND00876,4
IND00942,F067,reference,IND00340,IND00671,4
IND00943,F082,reference,IND00360,IND00043,4
IND00944,F036,reference,IND00036,IND00863,4
IND00945,F060,reference,IND00412,IND00504,4
IND00946,F029,reference,IND00272,IND00155,4
IND00947,F026,reference,IND00761,IND00740,4
IND00948,F037,reference,IND00688,IND00228,4
IND00949,F023,reference,IND00939,IND00614,4
IND00950,F008,reference,IND00576,IND00779,4
IND00951,F036,reference,IND00036,IND00857,4
IND00952,F016,reference,IND00825,IND00318,4
IND00953,F013,reference,IND00013,IND00248,4
IND00954,F046,reference,IND00837,IND00211,4
IND00955,F082,reference,IND00551,IND00331,4
IND00956,F057,reference,IND00231,IND00403,4
IND00957,F085,reference,IND00226,IND00687,4
IND00958,F040,reference,IND00819,IND00444,4
IND00959,F025,reference,IND00264,IND00059,4
IND00960,F063,reference,IND00707,IND00672,4
IND00961,F075,reference,IND00075,IND00330,4
IND00962,F071,reference,IND00071,IND00118,4
IND00963,F031,reference,IND00176,IND00265,4
IND00964,F036,reference,IND00361,IND00931,4
IND00965,F071,reference,IND00169,IND00039,4
IND00966,F039,reference,IND00468,IND00856,4
IND00967,F040,reference,IND00492,IND00492,4
IND00968,F023,reference,IND00901,IND00553,4
IND00969,F092,reference,IND00741,IND00908,4
IND00970,F096,reference,IND00334,IND00601,4
IND00971,F095,reference,IND00932,IND00420,4
IND00972,F096,reference,IND00509,IND00406,4
IND00973,F031,reference,IND00476,IND00300,4
IND00974,F032,reference,IND00032,IND00933,4
IND00975,F074,reference,IND00214,IND00321,4
IND00976,F022,reference,IND00786,IND00823,4
IND00977,F083,reference,IND00773,IND00092,4
IND00978,F014,reference,IND00014,IND00792,4
IND00979,F046,reference,IND00129,IND00096,4
IND00980,F040,reference,IND00958,IND00720,4
IND00981,F041,reference,IND00568,IND00904,4
IND00982,F069,reference,IND00160,IND00634,4
IND00983,F046,reference,IND00407,IND00929,4
IND00984,F023,reference,IND00260,IND00152,4
IND00985,F032,reference,IND00227,IND00111,4
IND00986,F084,reference,IND00921,IND00632,4
IND00987,F091,reference,IND00282,IND00925,4
IND00988,F032,reference,IND00974,IND00405,4
IND00989,F058,reference,IND00136,IND00308,4
IND00990,F027,reference,IND00027,IND00660,4
IND00991,F069,reference,IND00442,IND00172,4
IND00992,F032,reference,IND00491,IND00839,4
IND00993,F016,reference,IND00470,IND00046,4
IND00994,F096,reference,IND00703,IND00816,4
IND00995,F088,reference,IND00813,IND00546,4
IND00996,F037,reference,IND00243,IND00362,4
IND00997,F020,reference,IND00135,IND00429,4
IND00998,F026,reference,IND00839,IND00799,4
IND00999,F039,reference,IND00122,IND00154,4
IND01000,F088,reference,IND00499,IND00595,4
