"id","sex","age","y_continuous","y_binary"
"IND0803","F",4,-3.4101,0
"IND0804","M",1,-2.5394,0
"IND0805","F",2,-0.0853,0
"IND0806","M",1,-1.7925,0
"IND0807","M",4,-0.5761,0
"IND0808","F",5,2.2496,1
"IND0809","M",1,-0.1357,0
"IND0810","M",5,0.8963,1
"IND0811","M",5,0.9809,1
"IND0812","M",5,-0.8278,0
"IND0813","F",5,0.3309,1
"IND0814","M",3,1.0314,1
"IND0815","F",5,-0.1454,0
"IND0816","M",5,-3.4135,0
"IND0817","F",3,0.4813,1
"IND0818","M",1,0.4033,1
"IND0819","M",2,-1.1601,0
"IND0820","F",4,-0.1169,0
"IND0821","M",2,0.0871,1
"IND0822","M",1,0.2309,1
"IND0823","F",4,-0.8385,0
"IND0824","M",4,-0.8702,0
"IND0825","F",3,-0.2933,0
"IND0826","F",2,4.0076,1
"IND0827","M",4,-1.5975,0
"IND0828","F",1,-0.797,0
"IND0829","F",2,-2.0214,0
"IND0830","M",4,0.3181,1
"IND0831","F",1,-0.7552,0
"IND0832","F",4,-1.3348,0
"IND0833","F",3,-0.7316,0
"IND0834","F",3,0.6632,1
"IND0835","F",2,-3.9097,0
"IND0836","M",3,1.1271,1
"IND0837","M",1,-1.2209,0
"IND0838","M",2,1.5441,1
"IND0839","M",2,-0.9116,0
"IND0840","F",5,-0.4128,0
"IND0841","F",5,-1.437,0
"IND0842","F",4,0.8451,1
"IND0843","M",4,-2.0174,0
"IND0844","F",1,-0.4186,0
"IND0845","F",4,2.1482,1
"IND0846","F",5,-1.9737,0
"IND0847","M",3,-1.6132,0
"IND0848","F",1,-0.3327,0
"IND0849","M",4,-0.347,0
"IND0850","M",1,2.174,1
"IND0851","F",3,1.2407,1
"IND0852","M",4,2.2616,1
"IND0853","F",1,1.9389,1
"IND0854","M",5,1.4084,1
"IND0855","F",5,-2.6583,0
"IND0856","F",5,-2.0716,0
"IND0857","M",1,-0.2017,0
"IND0858","M",1,0.0103,1
"IND0859","M",4,-1.1634,0
"IND0860","F",2,-0.9845,0
"IND0861","F",1,-3.959,0
"IND0862","F",2,-0.7047,0
"IND0863","F",1,-1.164,0
"IND0864","M",1,0.9733,1
"IND0865","M",3,0.162,1
"IND0866","M",5,1.7514,1
"IND0867","F",4,4.1301,1
"IND0868","M",1,-2.2955,0
"IND0869","F",3,-0.0694,0
"IND0870","M",2,2.2241,1
"IND0871","M",2,-0.7844,0
"IND0872","M",5,1.7045,1
"IND0873","F",2,1.4844,1
"IND0874","M",3,0.7067,1
"IND0875","M",5,-2.4285,0
"IND0876","M",2,0.963,1
"IND0877","M",4,-0.3016,0
"IND0878","F",2,0.3374,1
"IND0879","M",5,1.646,1
"IND0880","M",1,-0.2168,0
"IND0881","F",3,1.1559,1
"IND0882","F",3,0.6742,1
"IND0883","M",2,-2.75,0
"IND0884","M",4,-0.2261,0
"IND0885","F",2,0.3851,1
"IND0886","M",5,-1.5022,0
"IND0887","M",3,2.0193,1
"IND0888","F",3,0.1413,1
"IND0889","M",3,-0.0361,1
"IND0890","F",4,0.4371,1
"IND0891","F",4,2.1269,1
"IND0892","M",1,1.8775,1
"IND0893","M",5,0.9566,1
"IND0894","M",4,2.825,1
"IND0895","M",1,-1.4305,0
"IND0896","F",1,0.7719,1
"IND0897","M",4,4.1529,1
"IND0898","M",1,-0.3436,0
"IND0899","M",1,1.0693,1
"IND0900","F",1,0.7167,1
"IND0901","M",5,1.7508,1
"IND0902","F",2,0.2219,1
"IND0903","F",2,-1.3841,0
"IND0904","F",4,-1.5492,0
"IND0905","F",4,-1.722,0
"IND0906","F",4,-0.3848,0
"IND0907","M",2,-0.1218,0
"IND0908","M",5,-0.4257,0
"IND0909","F",5,0.6984,1
"IND0910","F",5,-1.7623,0
"IND0911","F",3,-4.7236,0
"IND0912","M",4,1.0345,1
"IND0913","F",4,-0.0665,0
"IND0914","M",4,1.6109,1
"IND0915","M",4,0.9836,1
"IND0916","M",1,-0.2216,0
"IND0917","M",2,1.5083,1
"IND0918","M",5,-0.7419,0
"IND0919","M",5,1.0943,1
"IND0920","M",2,-0.1306,0
"IND0921","F",3,0.7784,1
"IND0922","F",1,0.1629,1
"IND0923","M",5,0.9573,1
"IND0924","M",1,1.3069,1
"IND0925","F",3,-0.1602,0
"IND0926","M",4,-1.3496,0
"IND0927","F",1,-1.462,0
"IND0928","M",5,-2.5124,0
"IND0929","M",4,-0.2778,0
"IND0930","F",4,-1.9324,0
"IND0931","F",5,-2.4978,0
"IND0932","M",2,1.5403,1
"IND0933","F",2,-1.2541,0
"IND0934","M",3,-0.6766,0
"IND0935","F",4,0.2671,1
"IND0936","F",4,2.1256,1
"IND0937","F",1,0.5914,1
"IND0938","F",4,-0.7704,0
"IND0939","F",1,-1.1107,0
"IND0940","M",5,-1.1086,0
"IND0941","F",4,2.1003,1
"IND0942","F",4,-0.5887,0
"IND0943","F",1,1.2348,1
"IND0944","F",5,-1.3571,0
"IND0945","F",3,-2.7948,0
"IND0946","M",3,0.3497,1
"IND0947","M",5,-1.4349,0
"IND0948","M",2,1.7632,1
"IND0949","F",1,1.8366,1
"IND0950","F",4,-0.0693,0
"IND0951","M",5,-2.2589,0
"IND0952","M",4,-2.8217,0
"IND0953","M",4,1.1092,1
"IND0954","F",4,1.012,1
"IND0955","M",2,1.0463,1
"IND0956","F",2,-1.0331,0
"IND0957","F",1,-1.2992,0
"IND0958","F",5,-1.6701,0
"IND0959","M",4,-0.1128,0
"IND0960","F",5,-1.6204,0
"IND0961","M",5,0.1135,1
"IND0962","M",1,1.0986,1
"IND0963","F",5,1.0436,1
"IND0964","M",5,-2.3656,0
"IND0965","M",3,-0.1929,0
"IND0966","M",2,-0.1351,0
"IND0967","M",3,0.5508,1
"IND0968","F",4,-2.9072,0
"IND0969","M",4,0.2443,1
"IND0970","F",2,-0.026,1
"IND0971","F",1,0.039,1
"IND0972","M",1,2.2414,1
"IND0973","F",2,2.7399,1
"IND0974","M",5,0.842,1
"IND0975","M",2,1.7828,1
"IND0976","M",1,-0.0373,1
"IND0977","M",5,-0.7086,0
"IND0978","M",3,-0.4608,0
"IND0979","M",4,3.5668,1
"IND0980","M",3,-1.1307,0
"IND0981","M",5,1.0447,1
"IND0982","M",5,-0.4897,0
"IND0983","F",2,1.1603,1
"IND0984","M",5,-2.2314,0
"IND0985","M",4,-0.2113,0
"IND0986","F",4,-1.3647,0
"IND0987","F",4,0.5846,1
"IND0988","F",2,0.4435,1
"IND0989","F",4,1.9558,1
"IND0990","F",5,2.3928,1
"IND0991","F",2,-1.0164,0
"IND0992","M",3,0.0109,1
"IND0993","M",5,0.3426,1
"IND0994","M",5,-0.4832,0
"IND0995","M",4,0.9108,1
"IND0996","F",4,-0.5472,0
"IND0997","M",5,-0.4065,0
"IND0998","F",2,-1.0533,0
"IND0999","M",1,1.9492,1
"IND1000","M",3,0.7058,1
